date,60_40 portfolio,ml_gb portfolio,ml_rf portfolio,ml_svr portfolio,gan_nn portfolio,gan_lstm portfolio,gan_tcn portfolio
2019-12-06,107.8591515132439,146.9785065604696,170.77422971016517,173.30372568996515,188.56630347818668,183.85171825249824,186.81096582873425
2019-12-09,107.35068196971349,146.56360969380884,170.22091864565962,172.83543272018238,187.81729654703287,183.1169330549665,186.07788456695639
2019-12-10,107.37301636188096,146.89059150491167,170.58999214464458,173.17687544809323,188.13123035367482,183.3657636668879,186.3475247084156
2019-12-11,106.55799862161042,146.17520290196728,169.5355780647784,172.4804145616893,186.54309535538303,181.86599161743123,184.91421367357222
2019-12-12,109.60943218318175,148.8919453598801,173.18248209201218,175.40891857349015,191.6134162944162,186.87007458295722,189.76064198426752
2019-12-13,107.79488670247885,147.5688242228897,171.25077122669413,173.9016525198612,188.42206979212668,183.79943769461076,186.8601941856772
2019-12-16,109.96479235332963,149.63355404951696,173.98756828567804,176.11849754586683,192.067401623425,187.35644121423422,190.35202821242044
2019-12-17,109.91689599324427,149.73230541002295,174.1194278113438,176.27776311825656,192.1633028357401,187.29946353266553,190.37461291729636
2019-12-18,110.70477350584795,150.3891156714804,175.04131659290627,177.05294852475828,193.6556590758882,188.7206870118013,191.71415290849694
2019-12-19,110.62513531352162,150.45069961609016,175.02559896096363,177.171042685994,193.40252168377512,188.4729074290973,191.5341870392314
2019-12-20,111.16201615663002,150.71835557160296,175.43243492046645,177.45924184454117,193.9755344360668,189.03951457851304,192.13136777832784
2019-12-23,111.6394046417452,151.26331440201352,176.05851029524842,178.18103304071667,194.94478411225907,190.06009025728412,193.0360313876156
2019-12-24,111.04330048370453,151.41061495768713,175.98342815711712,178.44809340028516,194.40895227235313,189.51029041173373,192.52269854483694
2019-12-25,111.04330048370453,151.41061495768713,175.98342815711712,178.44809340028516,194.40895227235313,189.51029041173373,192.52269854483694
2019-12-26,111.26767170023919,151.881761334917,176.42750247312716,178.92581098238384,194.62908852003673,189.87379241292965,192.88493288086786
2019-12-27,110.54689115505435,151.26176250877023,175.52273004254974,178.18466905641498,193.21315109876667,188.63183750647383,191.65359912766166
2019-12-30,110.65032652172016,151.5413116962337,175.88974520953906,178.46051885794108,193.81300325407418,189.21518124265063,192.13975890632392
2019-12-31,111.40587521413833,152.07739961761894,176.56335383644387,179.2237967317475,195.04145849436748,190.5074282712923,193.2949719964082
2020-01-01,111.40489086257914,151.84184731383795,176.15719986905523,178.79686906799085,194.5529303248514,190.13097828896193,192.90701156754554
2020-01-02,111.10575970897108,152.18090537817852,176.7214397887007,179.54339563795983,195.23925474521977,190.82596647848027,193.5704338822357
2020-01-03,108.44708772398671,152.3121193299813,177.39298457380053,180.24301653258138,196.03429884396434,191.66015899106077,194.23407059970916
2020-01-06,109.21765958428712,153.22491688246154,178.62794178182574,181.57993687502776,197.45495842359298,193.0812224506222,195.58507841962307
2020-01-07,109.40092782305992,153.2405579650578,178.74151934472232,181.72690153388302,197.60848165205158,193.2520591988624,195.69673305940495
2020-01-08,110.8206775802179,153.0610694207069,178.30776077514204,181.3097105996444,197.1400417082092,192.7570919927643,195.31135910297962
2020-01-09,110.89706017152703,153.07669747984642,178.2930498703897,181.378304386665,197.14093486747126,192.7505286667819,195.3461320325383
2020-01-10,109.93730965896059,152.91320054925967,178.27481955751884,181.39995006784406,197.1392182762748,192.77610144902505,195.29559440028763
2020-01-13,110.94270329866077,153.16494839852928,178.35394179368262,181.45562453441232,197.21017334967493,192.80448173942585,195.44639737975868
2020-01-14,110.14302494196022,152.93471992110065,177.9856921390288,180.96229711752804,196.74677307298495,192.3219268672995,195.02842431546486
2020-01-15,109.573418023654,153.3160888155697,178.60430264238158,181.6024442773024,197.4691372708888,193.0328647528268,195.7279709230648
2020-01-16,110.63044202369687,154.07004728944554,179.26895521292673,182.18024045826994,198.17589856671967,193.66883879614025,196.51986208827782
2020-01-17,111.5224524869497,154.5767080779046,179.99599284053713,183.07280267724067,199.04483786274466,194.55687671277397,197.32872176113779
2020-01-20,111.5224524869497,154.5767080779046,179.99599284053713,183.07280267724067,199.04483786274466,194.55687671277397,197.32872176113779
2020-01-21,109.78392850318777,153.69987367637071,179.23074553631335,182.42453851024143,198.26293604299036,193.81976701575178,196.51813051498172
2020-01-22,109.80378952916381,153.54024284638055,179.09656104905864,182.33367920555565,198.14877690254494,193.70997987011754,196.40523108366185
